======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-03 13:18:17
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 13181
Win Rate: 65.91%
Evaluation Runtime: 5698.96 seconds (94.98 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 1227.97
Std Dev: 448.74
Min Score: -87.00
Max Score: 2029.00
Median Score: 1366.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 858.21 moves
Min Length: 100 moves
Max Length: 2998 moves
Median Length: 853 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
878    No     705.00     403       
879    No     846.00     670       
880    No     793.00     470       
881    Yes    1035.00    1903      
882    No     1030.00    510       
883    Yes    1789.00    841       
884    No     794.00     648       
885    No     315.00     224       
886    No     76.00      130       
887    No     582.00     533       
888    Yes    1388.00    1444      
889    Yes    1605.00    793       
890    Yes    1577.00    877       
891    No     400.00     238       
892    No     308.00     396       
893    Yes    1573.00    889       
894    No     418.00     634       
895    No     601.00     445       
896    Yes    1605.00    793       
897    Yes    1409.00    781       
898    Yes    1377.00    877       
899    No     585.00     283       
900    No     1098.00    936       
901    No     944.00     768       
902    Yes    1533.00    1009      
903    No     612.00     382       
904    Yes    1316.00    1060      
905    No     324.00     288       
906    No     426.00     552       
907    Yes    1349.00    961       
908    Yes    1389.00    841       
909    No     892.00     712       
910    Yes    1373.00    889       
911    Yes    1805.00    793       
912    Yes    1381.00    865       
913    Yes    1501.00    1105      
914    Yes    1393.00    829       
915    Yes    1372.00    892       
916    No     579.00     391       
917    Yes    1197.00    817       
918    Yes    1789.00    841       
919    Yes    1609.00    781       
920    Yes    1385.00    853       
921    Yes    1401.00    805       
922    Yes    1605.00    793       
923    Yes    1581.00    865       
924    Yes    1489.00    1141      
925    No     682.00     653       
926    Yes    1364.00    916       
927    Yes    1209.00    781       
928    No     437.00     367       
929    Yes    1141.00    985       
930    No     397.00     368       
931    Yes    1145.00    973       
932    Yes    1413.00    769       
933    Yes    1561.00    925       
934    Yes    1578.00    874       
935    Yes    1781.00    865       
936    Yes    1285.00    1153      
937    No     751.00     925       
938    Yes    1357.00    937       
939    Yes    1601.00    805       
940    No     860.00     690       
941    Yes    1326.00    1030      
942    Yes    1372.00    892       
943    Yes    1397.00    817       
944    Yes    1364.00    1516      
945    Yes    1533.00    1009      
946    Yes    1581.00    865       
947    No     1030.00    750       
948    No     984.00     646       
949    Yes    1749.00    961       
950    No     1078.00    635       
951    Yes    1401.00    1405      
952    Yes    1821.00    745       
953    No     427.00     397       
954    No     442.00     622       
955    Yes    1365.00    913       
956    No     998.00     1386      
957    Yes    1269.00    1801      
958    Yes    1393.00    829       
959    No     703.00     921       
960    Yes    1729.00    1021      
961    Yes    1401.00    805       
