======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-01 14:00:13
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 4373
Win Rate: 21.87%
Evaluation Runtime: 2749.12 seconds (45.82 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 894.80
Std Dev: 495.46
Min Score: -89.00
Max Score: 2012.00
Median Score: 872.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 594.71 moves
Min Length: 76 moves
Max Length: 2998 moves
Median Length: 598 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
529    No     765.00     434       
530    No     983.00     831       
531    No     1381.00    806       
532    No     79.00      211       
533    No     931.00     896       
534    No     362.00     262       
535    No     903.00     801       
536    No     895.00     763       
537    No     523.00     260       
538    No     824.00     496       
539    No     339.00     211       
540    No     369.00     211       
541    Yes    1252.00    1252      
542    No     698.00     755       
543    No     317.00     217       
544    No     904.00     796       
545    No     730.00     419       
546    No     379.00     241       
547    No     668.00     694       
548    Yes    1740.00    988       
549    No     930.00     659       
550    No     1116.00    671       
551    No     996.00     701       
552    No     503.00     439       
553    No     1016.00    521       
554    Yes    1680.00    1168      
555    Yes    1568.00    904       
556    No     566.00     730       
557    No     718.00     365       
558    Yes    1689.00    1141      
559    Yes    1301.00    1105      
560    Yes    1094.00    1126      
561    No     889.00     751       
562    No     514.00     378       
563    No     49.00      211       
564    No     799.00     691       
565    No     379.00     211       
566    Yes    1394.00    826       
567    No     860.00     659       
568    Yes    1684.00    1156      
569    No     649.00     362       
570    No     393.00     259       
571    No     401.00     386       
572    Yes    1529.00    1021      
573    No     20.00      88        
574    No     1353.00    799       
575    No     935.00     403       
576    No     410.00     238       
577    Yes    1320.00    1048      
578    No     495.00     433       
579    No     964.00     466       
580    No     496.00     372       
581    No     910.00     750       
582    No     940.00     748       
583    Yes    1690.00    1138      
584    No     921.00     836       
585    Yes    1736.00    1000      
586    No     179.00     211       
587    No     842.00     714       
588    No     713.00     381       
589    Yes    1482.00    1162      
590    Yes    1764.00    916       
591    No     847.00     758       
592    No     691.00     717       
593    No     394.00     226       
594    No     734.00     827       
595    Yes    1777.00    877       
596    Yes    1979.00    871       
597    No     1028.00    514       
598    No     1189.00    751       
599    Yes    1744.00    976       
600    No     783.00     649       
601    No     937.00     967       
602    Yes    1592.00    832       
603    No     711.00     386       
604    No     539.00     211       
605    No     413.00     289       
606    No     828.00     634       
607    No     1356.00    880       
608    No     231.00     355       
609    Yes    1552.00    952       
610    No     1058.00    1025      
611    No     902.00     832       
612    No     921.00     777       
613    No     20.00      88        
614    Yes    1158.00    934       
615    No     718.00     936       
616    No     59.00      211       
617    Yes    1336.00    1000      
618    No     1130.00    778       
619    No     531.00     386       
620    No     379.00     211       
621    Yes    1796.00    820       
622    No     659.00     811       
623    No     1295.00    643       
624    No     20.00      88        
625    No     1021.00    566       
626    No     765.00     674       
